2025-07-10 23:08:23,654 (1966781/MainThread) newrelic DEBUG - Initializing Python agent stdout logging.
2025-07-10 23:08:23,676 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.cassandra', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,676 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.chroma', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,676 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.clarifai', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,676 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.clickhouse', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.couchbase', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.dashvector', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.databricks_vector_search', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.deeplake', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.dingo', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.documentdb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.duckdb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.ecloud_vector_search', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.elastic_vector_search', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.elasticsearch', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.epsilla', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.faiss', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.hanavector', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.hippo', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,677 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.hologres', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.infinispanvs', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.inmemory', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.kdbai', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.kinetica', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.lancedb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.lantern', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.llm_rails', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.manticore_search', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.marqo', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.matching_engine', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.meilisearch', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.milvus', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.momento_vector_index', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.mongodb_atlas', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.myscale', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.neo4j_vector', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.thirdai_neuraldb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.nucliadb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.opensearch_vector_search', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.oraclevs', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.pathway', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.pgembedding', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.pgvecto_rs', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.pgvector', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.pinecone', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.qdrant', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.relyt', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,678 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.rocksetdb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.scann', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.semadb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.singlestoredb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.sklearn', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.sqlitevec', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.sqlitevss', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.starrocks', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.supabase', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.surrealdb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.tair', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.tencentvectordb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.tidb_vector', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.tigris', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.tiledb', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.timescalevector', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.typesense', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.upstash', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.usearch', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.vald', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.vdms', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.vearch', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.vectara', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.vespa', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.vlite', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.weaviate', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,679 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.xata', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.yellowbrick', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.zep_cloud', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.zep', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_community.vectorstores.tablestore', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_vectorstore_similarity_search')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('langchain_core.tools', 'newrelic.hooks.mlmodel_langchain', 'instrument_langchain_core_tools')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('asyncio.events', 'newrelic.hooks.coroutines_asyncio', 'instrument_asyncio_events')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('asgiref.sync', 'newrelic.hooks.adapter_asgiref', 'instrument_asgiref_sync')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.core.handlers.base', 'newrelic.hooks.framework_django', 'instrument_django_core_handlers_base')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.core.handlers.asgi', 'newrelic.hooks.framework_django', 'instrument_django_core_handlers_asgi')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.core.handlers.wsgi', 'newrelic.hooks.framework_django', 'instrument_django_core_handlers_wsgi')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.core.urlresolvers', 'newrelic.hooks.framework_django', 'instrument_django_core_urlresolvers')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.template', 'newrelic.hooks.framework_django', 'instrument_django_template')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.template.loader_tags', 'newrelic.hooks.framework_django', 'instrument_django_template_loader_tags')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.core.servers.basehttp', 'newrelic.hooks.framework_django', 'instrument_django_core_servers_basehttp')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.contrib.staticfiles.views', 'newrelic.hooks.framework_django', 'instrument_django_contrib_staticfiles_views')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.contrib.staticfiles.handlers', 'newrelic.hooks.framework_django', 'instrument_django_contrib_staticfiles_handlers')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.views.debug', 'newrelic.hooks.framework_django', 'instrument_django_views_debug')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.http.multipartparser', 'newrelic.hooks.framework_django', 'instrument_django_http_multipartparser')
2025-07-10 23:08:23,680 (1966781/MainThread) newrelic.config DEBUG - register module ('django.core.mail', 'newrelic.hooks.framework_django', 'instrument_django_core_mail')
